Type,Round,Player,Team,Opponent,Position,Travel Fatigue,Weather,DvP,Line,Avg vs Line,Line Consistency,Bet Priority,Bet Flag,Actual,W/L
Disposal,21,Lachie Weller,GCS,RIC,Wing,✅ Neutral,✅ Neutral,🔷 Moderate Easy,16,+12.1%,63.60%,,,13,1
Disposal,21,Matt Rowell,GCS,RIC,InsM,✅ Neutral,✅ Neutral,🔷 Moderate Easy,28.5,+12.9%,58.80%,,,27,1
Disposal,21,Noah Anderson,GCS,RIC,InsM,✅ Neutral,✅ Neutral,🔷 Moderate Easy,32,+5.2%,52.90%,,,38,-1
Disposal,21,Jack Viney,MEL,WCE,GenF,✅ Neutral,✅ Neutral,🔷 Moderate Easy,22,+0.7%,61.50%,,,25,-1
Disposal,21,Jake Melksham,MEL,WCE,GenF,✅ Neutral,✅ Neutral,🔷 Moderate Easy,9,-7.40%,50.00%,,,10,-1
Disposal,21,Kysaiah Pickett,MEL,WCE,GenF,✅ Neutral,✅ Neutral,🔷 Moderate Easy,20.5,+3.2%,46.70%,,,26,-1
Disposal,21,Dion Prestia,RIC,GCS,InsM,🟠 Moderate (Long Travel),✅ Neutral,🔷 Moderate Easy,23.5,-2.70%,57.10%,,,23,1
Disposal,21,Jacob Hopper,RIC,GCS,InsM,🟠 Moderate (Long Travel),✅ Neutral,🔷 Moderate Easy,27.5,+4.7%,66.70%,,,25,1
Disposal,21,Maurice Rioli,RIC,GCS,GenF,🟠 Moderate (Long Travel),✅ Neutral,🔷 Moderate Easy,10.5,+20.0%,75.00%,,,7,1
Disposal,21,Rhyan Mansell,RIC,GCS,GenF,🟠 Moderate (Long Travel),✅ Neutral,🔷 Moderate Easy,11,+4.4%,53.30%,,,11,0
Disposal,21,Taj Hotton,RIC,GCS,GenF,🟠 Moderate (Long Travel),✅ Neutral,🔷 Moderate Easy,12,-7.70%,50.00%,,,14,-1
Disposal,21,Brodie Grundy,SYD,ESS,Ruck,✅ Neutral,🔴 Strong Unders Edge (Rain),🔷 Moderate Easy,23,+22.5%,66.70%,,,39,-1
Disposal,21,Harry Edwards,WCE,MEL,KeyD,🟠 Moderate (Long Travel),✅ Neutral,🔷 Moderate Easy,10.5,+9.4%,60.00%,,,6,1
Mark,21,Aaron Cadman,GWS,WBD,KeyF,✅ Neutral,✅ Neutral,🔷 Moderate Easy,5.5,+15.1%,66.70%,,,4,1
Mark,21,Jake Riccardi,GWS,WBD,KeyF,✅ Neutral,✅ Neutral,🔷 Moderate Easy,4,-9.70%,42.90%,,,1,1
Mark,21,Jesse Hogan,GWS,WBD,KeyF,✅ Neutral,✅ Neutral,🔷 Moderate Easy,5.5,+2.1%,61.50%,,,0,1
Mark,21,Tim English,WBD,GWS,Ruck,✅ Neutral,✅ Neutral,🔷 Moderate Easy,6,+8.0%,50.00%,,,11,-1
Mark,21,Bayley Fritsch,MEL,WCE,KeyF,✅ Neutral,✅ Neutral,🔷 Moderate Easy,5.5,+26.4%,64.70%,,,6,-1
Mark,21,Jake Melksham,MEL,WCE,GenF,✅ Neutral,✅ Neutral,🔷 Moderate Easy,3.5,-5.80%,64.30%,,,2,1
Mark,21,Max Gawn,MEL,WCE,Ruck,✅ Neutral,✅ Neutral,🔷 Moderate Easy,6,+11.3%,55.60%,,,8,-1
Mark,21,Trent Rivers,MEL,WCE,InsM,✅ Neutral,✅ Neutral,🔷 Moderate Easy,6,+13.7%,61.10%,,,10,-1
Mark,21,Brady Hough,WCE,MEL,InsM,🟠 Moderate (Long Travel),✅ Neutral,🔷 Moderate Easy,4.5,+7.7%,58.80%,,,3,1
Mark,21,Reuben Ginbey,WCE,MEL,GenD,🟠 Moderate (Long Travel),✅ Neutral,🔷 Moderate Easy,4,+20.0%,55.60%,,,1,1
Mark,21,Ryan Maric,WCE,MEL,Wing,🟠 Moderate (Long Travel),✅ Neutral,🔷 Moderate Easy,4,-2.70%,27.80%,,,4,0
Mark,21,Tom McCarthy,WCE,MEL,GenD,🟠 Moderate (Long Travel),✅ Neutral,🔷 Moderate Easy,5,+4.2%,20.00%,,,7,-1
Tackle,21,Luke Davies-Uniacke,NTH,STK,InsM,✅ Neutral,✅ Neutral,🔷 Moderate Easy,4,+6.2%,41.20%,,,5,-1
Tackle,21,Luke Parker,NTH,STK,InsM,✅ Neutral,✅ Neutral,🔷 Moderate Easy,4,-5.60%,47.10%,,,3,1
Disposal,21,Darcy Jones,GWS,WBD,GenF,✅ Neutral,✅ Neutral,🔹 Slight Easy,12.5,-13.30%,35.30%,,,8,1
Disposal,21,Jake Stringer,GWS,WBD,GenF,✅ Neutral,✅ Neutral,🔹 Slight Easy,11.5,+7.2%,63.60%,,,8,1
Disposal,21,Kieren Briggs,GWS,WBD,Ruck,✅ Neutral,✅ Neutral,🔹 Slight Easy,11,+3.4%,42.90%,,,8,1
Disposal,21,Ryan Angwin,GWS,WBD,Wing,✅ Neutral,✅ Neutral,🔹 Slight Easy,16,-4.50%,50.00%,,,7,1
Disposal,21,Toby Bedford,GWS,WBD,GenF,✅ Neutral,✅ Neutral,🔹 Slight Easy,11,+2.2%,52.90%,,,9,1
Disposal,21,Bailey Williams,WBD,GWS,Wing,✅ Neutral,✅ Neutral,🔹 Slight Easy,19,-3.90%,44.40%,,,15,1
Disposal,21,Riley Garcia,WBD,GWS,Wing,✅ Neutral,✅ Neutral,🔹 Slight Easy,15.5,+3.3%,66.70%,,,15,1
Disposal,21,Tim English,WBD,GWS,Ruck,✅ Neutral,✅ Neutral,🔹 Slight Easy,19,+8.6%,61.10%,,,20,-1
Disposal,21,Hugh McCluggage,BRL,COL,InsM,🟠 Moderate (Long Travel),✅ Neutral,🔹 Slight Easy,26.5,+1.5%,50.00%,,,34,-1
Disposal,21,Josh Dunkley,BRL,COL,InsM,🟠 Moderate (Long Travel),✅ Neutral,🔹 Slight Easy,24.5,+0.9%,50.00%,,,31,-1
Disposal,21,Lachie Neale,BRL,COL,InsM,🟠 Moderate (Long Travel),✅ Neutral,🔹 Slight Easy,26.5,+1.7%,55.60%,,,36,-1
Disposal,21,Adam Saad,CAR,FRE,GenD,🟠 Moderate (Long Travel),✅ Neutral,🔹 Slight Easy,19,+2.4%,37.50%,,,16,1
Disposal,21,Lachlan Cowan,CAR,FRE,GenD,🟠 Moderate (Long Travel),✅ Neutral,🔹 Slight Easy,13.5,+9.5%,55.60%,,,16,-1
Disposal,21,Matthew Carroll,CAR,FRE,GenD,🟠 Moderate (Long Travel),✅ Neutral,🔹 Slight Easy,11.5,-7.40%,33.30%,,,8,1
Disposal,21,Nick Haynes,CAR,FRE,GenD,🟠 Moderate (Long Travel),✅ Neutral,🔹 Slight Easy,16.5,-0.30%,33.30%,,,23,-1
Disposal,21,Brody Mihocek,COL,BRL,KeyF,✅ Neutral,✅ Neutral,🔹 Slight Easy,10.5,+6.4%,66.70%,,,6,1
Disposal,21,Daniel McStay,COL,BRL,KeyF,✅ Neutral,✅ Neutral,🔹 Slight Easy,10,+2.4%,53.80%,,,3,1
Disposal,21,Andrew McGrath,ESS,SYD,GenD,✅ Neutral,🔴 Strong Unders Edge (Rain),🔹 Slight Easy,20.5,-4.80%,47.10%,,,26,-1
Disposal,21,Angus Clarke,ESS,SYD,GenD,✅ Neutral,🔴 Strong Unders Edge (Rain),🔹 Slight Easy,12.5,-7.40%,37.50%,,,11,1
Disposal,21,Archie Roberts,ESS,SYD,GenD,✅ Neutral,🔴 Strong Unders Edge (Rain),🔹 Slight Easy,23.5,+0.1%,47.10%,,,21,1
Disposal,21,Mason Redman,ESS,SYD,GenD,✅ Neutral,🔴 Strong Unders Edge (Rain),🔹 Slight Easy,21.5,+1.3%,53.80%,,,20,1
Disposal,21,Jye Amiss,FRE,CAR,GenF,✅ Neutral,✅ Neutral,🔹 Slight Easy,8.5,+15.0%,72.20%,,,8,1
Disposal,21,Michael Frederick,FRE,CAR,GenF,✅ Neutral,✅ Neutral,🔹 Slight Easy,10,-10.90%,27.80%,,,10,0
Disposal,21,Nathan O'Driscoll,FRE,CAR,Wing,✅ Neutral,✅ Neutral,🔹 Slight Easy,18,-7.40%,44.40%,,,10,1
Disposal,21,Sam Switkowski,FRE,CAR,GenF,✅ Neutral,✅ Neutral,🔹 Slight Easy,15.5,+21.6%,58.30%,,,11,1
Disposal,21,Sean Darcy,FRE,CAR,GenF,✅ Neutral,✅ Neutral,🔹 Slight Easy,11,+21.0%,72.70%,,,10,1
Disposal,21,Ben Ainsworth,GCS,RIC,GenF,✅ Neutral,✅ Neutral,🔹 Slight Easy,13.5,+0.0%,43.80%,,,11,1
Disposal,21,Ben King,GCS,RIC,GenF,✅ Neutral,✅ Neutral,🔹 Slight Easy,7,-0.80%,47.10%,,,10,-1
Disposal,21,Ben Long,GCS,RIC,GenF,✅ Neutral,✅ Neutral,🔹 Slight Easy,10.5,-4.00%,50.00%,,,14,-1
Disposal,21,Sam Flanders,GCS,RIC,KeyF,✅ Neutral,✅ Neutral,🔹 Slight Easy,23.5,+17.9%,62.50%,,,15,1
Disposal,21,Touk Miller,GCS,RIC,GenF,✅ Neutral,✅ Neutral,🔹 Slight Easy,25,-1.00%,50.00%,,,25,0
Disposal,21,Brad Close,GEE,PTA,GenF,✅ Neutral,✅ Neutral,🔹 Slight Easy,12.5,+0.4%,44.40%,,,16,-1
Disposal,21,Mark Blicavs,GEE,PTA,Wing,✅ Neutral,✅ Neutral,🔹 Slight Easy,15,+8.1%,52.90%,,,19,-1
Disposal,21,Oisin Mullin,GEE,PTA,GenF,✅ Neutral,✅ Neutral,🔹 Slight Easy,11,+12.0%,76.50%,,,10,1
Disposal,21,Oliver Dempsey,GEE,PTA,Wing,✅ Neutral,✅ Neutral,🔹 Slight Easy,17.5,+4.0%,55.60%,,,14,1
Disposal,21,Shannon Neale,GEE,PTA,GenF,✅ Neutral,✅ Neutral,🔹 Slight Easy,11,+33.8%,77.80%,,,15,-1
Disposal,21,Tyson Stengle,GEE,PTA,GenF,✅ Neutral,✅ Neutral,🔹 Slight Easy,13,+7.2%,62.50%,,,13,0
Disposal,21,Bayley Fritsch,MEL,WCE,KeyF,✅ Neutral,✅ Neutral,🔹 Slight Easy,13.5,+9.8%,58.80%,,,17,-1
Disposal,21,Jacob van Rooyen,MEL,WCE,KeyF,✅ Neutral,✅ Neutral,🔹 Slight Easy,9.5,+0.5%,54.50%,,,15,-1
Disposal,21,Charlie Comben,NTH,STK,GenD,✅ Neutral,✅ Neutral,🔹 Slight Easy,11.5,-4.20%,46.70%,,,14,-1
Disposal,21,Colby McKercher,NTH,STK,Wing,✅ Neutral,✅ Neutral,🔹 Slight Easy,29,+35.6%,72.20%,,,36,-1
Disposal,21,Finn O'Sullivan,NTH,STK,GenD,✅ Neutral,✅ Neutral,🔹 Slight Easy,14,+4.4%,52.90%,,,18,-1
Disposal,21,Griffin Logue,NTH,STK,GenD,✅ Neutral,✅ Neutral,🔹 Slight Easy,11.5,+7.2%,63.60%,,,12,-1
Disposal,21,Jack Darling,NTH,STK,KeyF,✅ Neutral,✅ Neutral,🔹 Slight Easy,10,+2.4%,64.70%,,,14,-1
Disposal,21,Riley Hardeman,NTH,STK,GenD,✅ Neutral,✅ Neutral,🔹 Slight Easy,15,+12.9%,57.10%,,,14,1
Disposal,21,Anthony Caminiti,STK,NTH,GenF,✅ Neutral,✅ Neutral,🔹 Slight Easy,12.5,-4.70%,44.40%,,,8,1
Disposal,21,Cooper Sharman,STK,NTH,GenF,✅ Neutral,✅ Neutral,🔹 Slight Easy,11,-2.80%,37.50%,,,6,1
Disposal,21,Hugo Garcia,STK,NTH,InsM,✅ Neutral,✅ Neutral,🔹 Slight Easy,16.5,+7.8%,53.80%,,,15,1
Disposal,21,Jack Higgins,STK,NTH,GenF,✅ Neutral,✅ Neutral,🔹 Slight Easy,10,+3.4%,50.00%,,,10,0
Disposal,21,Jack Macrae,STK,NTH,InsM,✅ Neutral,✅ Neutral,🔹 Slight Easy,25,-4.80%,37.50%,,,22,1
Disposal,21,Jack Sinclair,STK,NTH,InsM,✅ Neutral,✅ Neutral,🔹 Slight Easy,27,+2.1%,66.70%,,,26,1
Disposal,21,Jack Steele,STK,NTH,InsM,✅ Neutral,✅ Neutral,🔹 Slight Easy,22.5,+1.4%,68.80%,,,8,1
Disposal,21,Mitch Owens,STK,NTH,GenF,✅ Neutral,✅ Neutral,🔹 Slight Easy,13.5,+1.1%,58.80%,,,8,1
Disposal,21,Braeden Campbell,SYD,ESS,GenF,✅ Neutral,🔴 Strong Unders Edge (Rain),🔹 Slight Easy,12,-4.40%,33.30%,,,17,-1
Disposal,21,Callum Mills,SYD,ESS,GenD,✅ Neutral,🔴 Strong Unders Edge (Rain),🔹 Slight Easy,25.5,+8.8%,57.10%,,,23,1
Disposal,21,Dane Rampe,SYD,ESS,KeyD,✅ Neutral,🔴 Strong Unders Edge (Rain),🔹 Slight Easy,12,-3.50%,43.80%,,,25,-1
Disposal,21,Harry Cunningham,SYD,ESS,GenD,✅ Neutral,🔴 Strong Unders Edge (Rain),🔹 Slight Easy,12.5,-8.50%,50.00%,,,14,-1
Disposal,21,Jake Lloyd,SYD,ESS,Wing,✅ Neutral,🔴 Strong Unders Edge (Rain),🔹 Slight Easy,19.5,-1.30%,47.10%,,,17,1
Disposal,21,James Jordon,SYD,ESS,GenF,✅ Neutral,🔴 Strong Unders Edge (Rain),🔹 Slight Easy,12.5,-14.10%,38.90%,,,12,1
Disposal,21,James Rowbottom,SYD,ESS,GenF,✅ Neutral,🔴 Strong Unders Edge (Rain),🔹 Slight Easy,16,-5.90%,44.40%,,,12,1
Disposal,21,Justin McInerney,SYD,ESS,GenF,✅ Neutral,🔴 Strong Unders Edge (Rain),🔹 Slight Easy,20,-8.50%,21.40%,,,27,-1
Disposal,21,Lewis Melican,SYD,ESS,GenD,✅ Neutral,🔴 Strong Unders Edge (Rain),🔹 Slight Easy,10.5,-1.60%,33.30%,,,10,1
Disposal,21,Nick Blakey,SYD,ESS,KeyD,✅ Neutral,🔴 Strong Unders Edge (Rain),🔹 Slight Easy,23.5,+11.3%,66.70%,,,28,-1
Disposal,21,Sam Wicks,SYD,ESS,GenD,✅ Neutral,🔴 Strong Unders Edge (Rain),🔹 Slight Easy,14,-2.60%,43.80%,,,9,1
Disposal,21,Tom McCartin,SYD,ESS,KeyD,✅ Neutral,🔴 Strong Unders Edge (Rain),🔹 Slight Easy,12,-4.50%,43.80%,,,11,1
Disposal,21,Bailey J. Williams,WCE,MEL,KeyF,🟠 Moderate (Long Travel),✅ Neutral,🔹 Slight Easy,11,+18.9%,66.70%,,,6,1
Disposal,21,Brady Hough,WCE,MEL,InsM,🟠 Moderate (Long Travel),✅ Neutral,🔹 Slight Easy,16.5,+5.8%,64.70%,,,11,1
Disposal,21,Elijah Hewett,WCE,MEL,InsM,🟠 Moderate (Long Travel),✅ Neutral,🔹 Slight Easy,17,+6.7%,53.30%,,,23,-1
Disposal,21,Jamie Cripps,WCE,MEL,Wing,🟠 Moderate (Long Travel),✅ Neutral,🔹 Slight Easy,11.5,+4.0%,50.00%,,,8,1
Disposal,21,Liam Baker,WCE,MEL,GenF,🟠 Moderate (Long Travel),✅ Neutral,🔹 Slight Easy,22.5,+0.7%,50.00%,,,18,1
Disposal,21,Liam Duggan,WCE,MEL,GenD,🟠 Moderate (Long Travel),✅ Neutral,🔹 Slight Easy,21.5,+2.7%,66.70%,,,21,1
Disposal,21,Liam Ryan,WCE,MEL,GenF,🟠 Moderate (Long Travel),✅ Neutral,🔹 Slight Easy,11.5,-0.30%,53.30%,,,6,1
Disposal,21,Reuben Ginbey,WCE,MEL,GenD,🟠 Moderate (Long Travel),✅ Neutral,🔹 Slight Easy,13.5,+2.1%,55.60%,,,15,-1
Disposal,21,Ryan Maric,WCE,MEL,Wing,🟠 Moderate (Long Travel),✅ Neutral,🔹 Slight Easy,20,-2.20%,33.30%,,,29,-1
Disposal,21,Tim Kelly,WCE,MEL,InsM,🟠 Moderate (Long Travel),✅ Neutral,🔹 Slight Easy,20.5,+31.4%,86.70%,,,26,-1
Disposal,21,Tom McCarthy,WCE,MEL,GenD,🟠 Moderate (Long Travel),✅ Neutral,🔹 Slight Easy,22,-6.80%,60.00%,,,26,-1
Disposal,21,Tyler Brockman,WCE,MEL,GenF,🟠 Moderate (Long Travel),✅ Neutral,🔹 Slight Easy,11,-11.80%,40.00%,,,8,1
Mark,21,Harris Andrews,BRL,COL,KeyD,🟠 Moderate (Long Travel),✅ Neutral,🔹 Slight Easy,7,-6.70%,33.30%,,,6,1
Mark,21,Tom Stewart,GEE,PTA,KeyD,✅ Neutral,✅ Neutral,🔹 Slight Easy,7,-9.00%,38.50%,,,7,0
Mark,21,Daniel Turner,MEL,WCE,GenD,✅ Neutral,✅ Neutral,🔹 Slight Easy,6.5,+5.8%,57.10%,,,6,1
Mark,21,Jake Bowey,MEL,WCE,GenD,✅ Neutral,✅ Neutral,🔹 Slight Easy,5.5,+5.3%,61.10%,,,7,-1
Mark,21,Judd McVee,MEL,WCE,GenD,✅ Neutral,✅ Neutral,🔹 Slight Easy,5.5,+13.8%,58.30%,,,3,1
Mark,21,Caleb Daniel,NTH,STK,KeyD,✅ Neutral,✅ Neutral,🔹 Slight Easy,4,+1.4%,44.40%,,,8,-1
Mark,21,Harry Sheezel,NTH,STK,InsM,✅ Neutral,✅ Neutral,🔹 Slight Easy,5.5,-1.00%,44.40%,,,5,1
Mark,21,Paul Curtis,NTH,STK,GenF,✅ Neutral,✅ Neutral,🔹 Slight Easy,3.5,-9.50%,53.30%,,,4,-1
Mark,21,Toby Pink,NTH,STK,KeyD,✅ Neutral,✅ Neutral,🔹 Slight Easy,5,+0.0%,50.00%,,,5,0
Mark,21,Mitch Georgiades,PTA,GEE,KeyF,✅ Neutral,✅ Neutral,🔹 Slight Easy,5,-9.10%,33.30%,,,3,1
Mark,21,Anthony Caminiti,STK,NTH,GenF,✅ Neutral,✅ Neutral,🔹 Slight Easy,6,-4.40%,38.90%,,,2,1
Mark,21,Cooper Sharman,STK,NTH,GenF,✅ Neutral,✅ Neutral,🔹 Slight Easy,5,-4.80%,31.20%,,,2,1
Mark,21,Mason Wood,STK,NTH,Wing,✅ Neutral,✅ Neutral,🔹 Slight Easy,5.5,-5.40%,43.80%,,,7,-1
Mark,21,Harry Edwards,WCE,MEL,KeyD,🟠 Moderate (Long Travel),✅ Neutral,🔹 Slight Easy,5,+17.2%,53.30%,,,4,1
Mark,21,Liam Ryan,WCE,MEL,GenF,🟠 Moderate (Long Travel),✅ Neutral,🔹 Slight Easy,3,+0.0%,33.30%,,,4,-1
Tackle,21,Darcy Jones,GWS,WBD,GenF,✅ Neutral,✅ Neutral,🔹 Slight Easy,3.5,-5.60%,47.10%,,,3,1
Tackle,21,Finn Callaghan,GWS,WBD,InsM,✅ Neutral,✅ Neutral,🔹 Slight Easy,4,-3.20%,53.30%,,,2,1
Tackle,21,Kieren Briggs,GWS,WBD,Ruck,✅ Neutral,✅ Neutral,🔹 Slight Easy,3.5,+19.5%,64.30%,,,2,1
Tackle,21,Ryan Angwin,GWS,WBD,Wing,✅ Neutral,✅ Neutral,🔹 Slight Easy,4,+0.0%,25.00%,,,3,1
Tackle,21,Stephen Coniglio,GWS,WBD,InsM,✅ Neutral,✅ Neutral,🔹 Slight Easy,3.5,+55.6%,100.00%,,,3,1
Tackle,21,Toby Bedford,GWS,WBD,GenF,✅ Neutral,✅ Neutral,🔹 Slight Easy,5,-12.40%,35.30%,,,2,1
Tackle,21,Tom Green,GWS,WBD,InsM,✅ Neutral,✅ Neutral,🔹 Slight Easy,4,+13.3%,47.10%,,,3,1
Tackle,21,Jarrod Berry,BRL,COL,Wing,🟠 Moderate (Long Travel),✅ Neutral,🔹 Slight Easy,3,-8.90%,29.40%,,,3,0
Tackle,21,Oisin Mullin,GEE,PTA,GenF,✅ Neutral,✅ Neutral,🔹 Slight Easy,3,-8.90%,41.20%,,,0,1
Tackle,21,Tyson Stengle,GEE,PTA,GenF,✅ Neutral,✅ Neutral,🔹 Slight Easy,3,-12.70%,31.20%,,,0,1
Tackle,21,Jack Viney,MEL,WCE,GenF,✅ Neutral,✅ Neutral,🔹 Slight Easy,6.5,+7.0%,61.50%,,,8,-1
Tackle,21,Kysaiah Pickett,MEL,WCE,GenF,✅ Neutral,✅ Neutral,🔹 Slight Easy,3.5,-0.90%,66.70%,,,5,-1
Tackle,21,Willem Drew,PTA,GEE,InsM,✅ Neutral,✅ Neutral,🔹 Slight Easy,6.5,-3.30%,44.40%,,,10,-1
Tackle,21,Zak Butters,PTA,GEE,InsM,✅ Neutral,✅ Neutral,🔹 Slight Easy,4.5,-12.30%,46.70%,,,2,1
Tackle,21,Hugo Garcia,STK,NTH,InsM,✅ Neutral,✅ Neutral,🔹 Slight Easy,4.5,-16.40%,46.20%,,,1,1
Tackle,21,Jack Macrae,STK,NTH,InsM,✅ Neutral,✅ Neutral,🔹 Slight Easy,5.5,-5.40%,56.20%,,,4,1
Tackle,21,Jack Steele,STK,NTH,InsM,✅ Neutral,✅ Neutral,🔹 Slight Easy,8.5,-6.80%,43.80%,,,2,1
Tackle,21,Marcus Windhager,STK,NTH,GenD,✅ Neutral,✅ Neutral,🔹 Slight Easy,3.5,+3.3%,38.90%,,,1,1
Tackle,21,Max Hall,STK,NTH,KeyF,✅ Neutral,✅ Neutral,🔹 Slight Easy,3.5,+26.0%,66.70%,,,1,1
Tackle,21,Jamie Cripps,WCE,MEL,Wing,🟠 Moderate (Long Travel),✅ Neutral,🔹 Slight Easy,3,+4.3%,43.80%,,,2,1
Mark,21,Aaron Naughton,WBD,GWS,KeyF,✅ Neutral,✅ Neutral,🟠 Moderate Unders,5.5,+2.1%,61.10%,1,KeyF + Mark + Line > 5 + No Easy DvP → 88.2% WR (15/17 bets),8,-1
Mark,21,Sam Darcy,WBD,GWS,KeyF,✅ Neutral,✅ Neutral,🟠 Moderate Unders,7,+10.5%,50.00%,1,KeyF + Mark + Line > 5 + No Easy DvP → 88.2% WR (15/17 bets),4,1
Disposal,21,Bailey Smith,GEE,PTA,InsM,✅ Neutral,✅ Neutral,🟠 Moderate Unders,30,-3.20%,46.70%,4,Disposal + Line >27 + Strong or Moderate Unders DvP → 77.8% WR (7/9 bets),30,0
Disposal,21,Max Holmes,GEE,PTA,InsM,✅ Neutral,✅ Neutral,🟠 Moderate Unders,27.5,+3.6%,55.60%,4,Disposal + Line >27 + Strong or Moderate Unders DvP → 77.8% WR (7/9 bets),35,-1
Tackle,21,Hugh McCluggage,BRL,COL,InsM,🟠 Moderate (Long Travel),✅ Neutral,🟠 Moderate Unders,4,-20.00%,38.90%,5,Tackle + Moderate Travel + Avg <5% + No Easy DvP + No Rain → 74.2% WR (23/31 bets),7,-1
Disposal,21,Cooper Lord,CAR,FRE,InsM,🟠 Moderate (Long Travel),✅ Neutral,🟠 Moderate Unders,15.5,+17.6%,58.80%,,,22,-1
Disposal,21,Oliver Hollands,CAR,FRE,InsM,🟠 Moderate (Long Travel),✅ Neutral,🟠 Moderate Unders,18,-1.80%,38.90%,,,19,-1
Disposal,21,Patrick Cripps,CAR,FRE,InsM,🟠 Moderate (Long Travel),✅ Neutral,🟠 Moderate Unders,24,+1.6%,38.90%,,,36,-1
Disposal,21,Darcy Cameron,COL,BRL,Ruck,✅ Neutral,✅ Neutral,🟠 Moderate Unders,18,-0.30%,38.90%,,,12,1
Disposal,21,Matt Guelfi,ESS,SYD,InsM,✅ Neutral,🔴 Strong Unders Edge (Rain),🟠 Moderate Unders,10.5,+3.3%,66.70%,,,3,1
Disposal,21,Sam Durham,ESS,SYD,InsM,✅ Neutral,🔴 Strong Unders Edge (Rain),🟠 Moderate Unders,21.5,-2.00%,40.00%,,,22,-1
Disposal,21,Zach Merrett,ESS,SYD,InsM,✅ Neutral,🔴 Strong Unders Edge (Rain),🟠 Moderate Unders,25.5,-10.20%,29.40%,,,19,1
Disposal,21,Brennan Cox,FRE,CAR,KeyD,✅ Neutral,✅ Neutral,🟠 Moderate Unders,10.5,-5.50%,44.40%,,,9,1
Disposal,21,Karl Worner,FRE,CAR,KeyD,✅ Neutral,✅ Neutral,🟠 Moderate Unders,14,+1.7%,47.10%,,,15,-1
Disposal,21,Luke Jackson,FRE,CAR,Ruck,✅ Neutral,✅ Neutral,🟠 Moderate Unders,16.5,-5.20%,53.30%,,,27,-1
Disposal,21,Connor O'Sullivan,GEE,PTA,GenD,✅ Neutral,✅ Neutral,🟠 Moderate Unders,13,-3.10%,52.90%,,,11,1
Disposal,21,Jack Henry,GEE,PTA,GenD,✅ Neutral,✅ Neutral,🟠 Moderate Unders,13.5,+4.5%,53.80%,,,11,1
Disposal,21,Lawson Humphries,GEE,PTA,GenD,✅ Neutral,✅ Neutral,🟠 Moderate Unders,15.5,-10.40%,47.10%,,,24,-1
Disposal,21,Patrick Dangerfield,GEE,PTA,InsM,✅ Neutral,✅ Neutral,🟠 Moderate Unders,14.5,+2.7%,50.00%,,,19,-1
Disposal,21,Zach Guthrie,GEE,PTA,GenD,✅ Neutral,✅ Neutral,🟠 Moderate Unders,16.5,-8.30%,38.90%,,,18,-1
Disposal,21,Caleb Daniel,NTH,STK,KeyD,✅ Neutral,✅ Neutral,🟠 Moderate Unders,24.5,-6.00%,38.90%,,,32,-1
Disposal,21,Cameron Zurhaar,NTH,STK,GenF,✅ Neutral,✅ Neutral,🟠 Moderate Unders,10,-10.00%,38.90%,,,10,0
Disposal,21,Harry Sheezel,NTH,STK,InsM,✅ Neutral,✅ Neutral,🟠 Moderate Unders,26.5,-4.00%,27.80%,,,33,-1
Disposal,21,Luke Davies-Uniacke,NTH,STK,InsM,✅ Neutral,✅ Neutral,🟠 Moderate Unders,25.5,+5.5%,47.10%,,,21,1
Disposal,21,Luke Parker,NTH,STK,InsM,✅ Neutral,✅ Neutral,🟠 Moderate Unders,23,+3.2%,52.90%,,,17,1
Disposal,21,Paul Curtis,NTH,STK,GenF,✅ Neutral,✅ Neutral,🟠 Moderate Unders,10,-15.70%,26.70%,,,10,0
Disposal,21,Toby Pink,NTH,STK,KeyD,✅ Neutral,✅ Neutral,🟠 Moderate Unders,10.5,+0.8%,50.00%,,,15,-1
Disposal,21,Tom Powell,NTH,STK,GenF,✅ Neutral,✅ Neutral,🟠 Moderate Unders,24,+0.0%,44.40%,,,24,0
Disposal,21,Ben Miller,RIC,GCS,KeyD,🟠 Moderate (Long Travel),✅ Neutral,🟠 Moderate Unders,11.5,-4.20%,44.40%,,,13,-1
Disposal,21,Kamdyn McIntosh,RIC,GCS,Wing,🟠 Moderate (Long Travel),✅ Neutral,🟠 Moderate Unders,15.5,+8.1%,44.40%,,,14,1
Disposal,21,Luke Trainor,RIC,GCS,Wing,🟠 Moderate (Long Travel),✅ Neutral,🟠 Moderate Unders,14.5,+4.4%,38.90%,,,14,1
Disposal,21,Sam Banks,RIC,GCS,KeyD,🟠 Moderate (Long Travel),✅ Neutral,🟠 Moderate Unders,20.5,-2.70%,41.20%,,,26,-1
Disposal,21,Callum Wilkie,STK,NTH,KeyD,✅ Neutral,✅ Neutral,🟠 Moderate Unders,18,-5.80%,38.90%,,,17,1
Disposal,21,Rowan Marshall,STK,NTH,Ruck,✅ Neutral,✅ Neutral,🟠 Moderate Unders,17.5,-4.00%,50.00%,,,24,-1
Mark,21,Bailey Dale,WBD,GWS,GenD,✅ Neutral,✅ Neutral,🟠 Moderate Unders,4,-13.30%,33.30%,,,5,-1
Mark,21,Bailey Williams,WBD,GWS,Wing,✅ Neutral,✅ Neutral,🟠 Moderate Unders,5.5,-18.90%,44.40%,,,3,1
Mark,21,James O'Donnell,WBD,GWS,GenD,✅ Neutral,✅ Neutral,🟠 Moderate Unders,4,-4.20%,41.20%,,,2,1
