Type,Round,Player,Team,Opponent,Position,Travel Fatigue,Weather,DvP,Line,Avg vs Line,Line Consistency,Bet Priority,Bet Tier,Bet Flag,Actual,W/L
Mark,18,Harry Sheezel,NTH,MEL,InsM,✅ Neutral,✅ Neutral,🔹 Slight Easy,5.5,-1.10%,43.80%,,,SKIP - No Strategy,6,-1
Mark,18,Jack Darling,NTH,MEL,KeyF,✅ Neutral,✅ Neutral,🔹 Slight Easy,3.5,+5.0%,46.70%,,,SKIP - No Strategy,4,-1
Mark,18,Paul Curtis,NTH,MEL,GenF,✅ Neutral,✅ Neutral,🔹 Slight Easy,3.5,-5.20%,53.80%,,,SKIP - No Strategy,7,-1
Mark,18,Toby Pink,NTH,MEL,KeyD,✅ Neutral,✅ Neutral,🔹 Slight Easy,5.5,+1.9%,40.00%,,,SKIP - No Strategy,4,1
Tackle,18,Harry Sheezel,NTH,MEL,InsM,✅ Neutral,✅ Neutral,🟡 Slight Unders,3.5,-17.60%,43.80%,,,SKIP - No Strategy,6,-1
Tackle,18,Jy Simpkin,NTH,MEL,Wing,✅ Neutral,✅ Neutral,🔹 Slight Easy,3.5,-1.80%,43.80%,,,SKIP - No Strategy,1,1
Tackle,18,Luke Parker,NTH,MEL,GenF,✅ Neutral,✅ Neutral,🟡 Slight Unders,4.5,+5.5%,60.00%,,,SKIP - No Strategy,6,-1
Tackle,18,Paul Curtis,NTH,MEL,GenF,✅ Neutral,✅ Neutral,🟡 Slight Unders,3.5,-20.20%,23.10%,,,SKIP - No Strategy,6,-1
Tackle,18,Tom Powell,NTH,MEL,InsM,✅ Neutral,✅ Neutral,🟡 Slight Unders,5,+0.0%,43.80%,,,SKIP - No Strategy,4,1
Tackle,18,Tristan Xerri,NTH,MEL,Ruck,✅ Neutral,✅ Neutral,🔹 Slight Easy,5,-10.10%,43.80%,,,SKIP - No Strategy,6,-1
Mark,18,Connor Rozee,PTA,WCE,GenD,✅ Neutral,✅ Neutral,🔹 Slight Easy,5,-4.80%,43.80%,,,SKIP - No Strategy,3,1
Mark,18,Jack Lukosius,PTA,WCE,GenF,✅ Neutral,✅ Neutral,🔷 Moderate Easy,5.5,+26.9%,66.70%,,,SKIP - No Strategy,5,1
Mark,18,Jase Burgoyne,PTA,WCE,Wing,✅ Neutral,✅ Neutral,🔹 Slight Easy,4.5,-15.30%,50.00%,,,SKIP - No Strategy,1,1
Mark,18,Miles Bergman,PTA,WCE,InsM,✅ Neutral,✅ Neutral,🔷 Moderate Easy,4.5,-21.70%,31.20%,,,SKIP - No Strategy,3,1
Mark,18,Mitch Georgiades,PTA,WCE,KeyF,✅ Neutral,✅ Neutral,🔷 Moderate Easy,6,+4.3%,50.00%,,,SKIP - No Strategy,6,0
Mark,18,Ollie Wines,PTA,WCE,Unknown,✅ Neutral,✅ Neutral,⚠️ Unknown,5.5,+48.1%,85.70%,,,SKIP - No Strategy,5,1
Mark,18,Willie Rioli,PTA,WCE,GenF,✅ Neutral,✅ Neutral,🔷 Moderate Easy,5.5,+96.4%,93.30%,,,SKIP - No Strategy,2,1
Mark,18,Zak Butters,PTA,WCE,InsM,✅ Neutral,✅ Neutral,🔷 Moderate Easy,5.5,+62.5%,92.30%,,,SKIP - No Strategy,6,-1
Tackle,18,Connor Rozee,PTA,WCE,GenD,✅ Neutral,✅ Neutral,🟡 Slight Unders,5.5,+57.1%,81.20%,,,SKIP - No Strategy,2,1
Disposal,18,Ben Miller,RIC,ESS,GenD,✅ Neutral,✅ Neutral,🔹 Slight Easy,12.5,+4.2%,62.50%,,,SKIP - No Strategy,14,-1
Disposal,18,Dion Prestia,RIC,ESS,InsM,✅ Neutral,✅ Neutral,🔷 Moderate Easy,22.5,-6.20%,60.00%,,,SKIP - No Strategy,28,-1
Disposal,18,Jack Ross,RIC,ESS,Unknown,✅ Neutral,✅ Neutral,⚠️ Unknown,17.5,+0.0%,56.20%,,,SKIP - No Strategy,21,-1
Disposal,18,Jacob Hopper,RIC,ESS,InsM,✅ Neutral,✅ Neutral,🔷 Moderate Easy,24,-7.00%,31.20%,,,SKIP - No Strategy,27,-1
Disposal,18,Jonty Faull,RIC,ESS,GenF,✅ Neutral,✅ Neutral,🔹 Slight Easy,8,+7.9%,58.30%,,,SKIP - No Strategy,8,0
Disposal,18,Kamdyn McIntosh,RIC,ESS,Wing,✅ Neutral,✅ Neutral,🔹 Slight Easy,15.5,+12.7%,50.00%,,,SKIP - No Strategy,20,-1
Disposal,18,Luke Trainor,RIC,ESS,Unknown,✅ Neutral,✅ Neutral,⚠️ Unknown,14.5,+1.8%,37.50%,,,SKIP - No Strategy,16,-1
Disposal,18,Maurice Rioli,RIC,ESS,Unknown,✅ Neutral,✅ Neutral,⚠️ Unknown,11,+37.5%,83.30%,,,SKIP - No Strategy,9,1
Disposal,18,Nathan Broad,RIC,ESS,GenD,✅ Neutral,✅ Neutral,🔹 Slight Easy,15.5,+5.1%,56.20%,,,SKIP - No Strategy,13,1
Disposal,18,Nick Vlastuin,RIC,ESS,GenD,✅ Neutral,✅ Neutral,🔹 Slight Easy,19.5,+1.6%,50.00%,,,SKIP - No Strategy,23,-1
Disposal,18,Rhyan Mansell,RIC,ESS,GenF,✅ Neutral,✅ Neutral,🔹 Slight Easy,11,+3.6%,53.80%,,,SKIP - No Strategy,5,1
Disposal,18,Sam Banks,RIC,ESS,KeyD,✅ Neutral,✅ Neutral,🔹 Slight Easy,23.5,+12.3%,60.00%,,,SKIP - No Strategy,20,1
Disposal,18,Seth Campbell,RIC,ESS,GenF,✅ Neutral,✅ Neutral,🔹 Slight Easy,13,-1.40%,43.80%,,,SKIP - No Strategy,13,0
Disposal,18,Thomas Sims,RIC,ESS,Unknown,✅ Neutral,✅ Neutral,⚠️ Unknown,7,-3.90%,42.90%,,,SKIP - No Strategy,7,0
Disposal,18,Tim Taranto,RIC,ESS,InsM,✅ Neutral,✅ Neutral,🔷 Moderate Easy,25,-1.20%,37.50%,,,SKIP - No Strategy,34,-1
Disposal,18,Toby Nankervis,RIC,ESS,Ruck,✅ Neutral,✅ Neutral,🔷 Moderate Easy,16.5,+5.3%,53.30%,,,SKIP - No Strategy,18,-1
Disposal,18,Tom Brown,RIC,ESS,GenD,✅ Neutral,✅ Neutral,🔹 Slight Easy,14,+1.4%,43.80%,,,SKIP - No Strategy,23,-1
Mark,18,Ben Miller,RIC,ESS,GenD,✅ Neutral,✅ Neutral,🔹 Slight Easy,6.5,+15.6%,68.80%,,,SKIP - No Strategy,8,-1
Mark,18,Jack Ross,RIC,ESS,Unknown,✅ Neutral,✅ Neutral,⚠️ Unknown,4,-11.10%,37.50%,,,SKIP - No Strategy,4,0
Mark,18,Nathan Broad,RIC,ESS,GenD,✅ Neutral,✅ Neutral,🔹 Slight Easy,6.5,+5.1%,62.50%,,,SKIP - No Strategy,4,1
Mark,18,Nick Vlastuin,RIC,ESS,GenD,✅ Neutral,✅ Neutral,🔹 Slight Easy,5.5,-4.30%,68.80%,,,SKIP - No Strategy,8,-1
Mark,18,Tom Brown,RIC,ESS,GenD,✅ Neutral,✅ Neutral,🔹 Slight Easy,4.5,-2.70%,62.50%,,,SKIP - No Strategy,11,-1
Tackle,18,Dion Prestia,RIC,ESS,InsM,✅ Neutral,✅ Neutral,🟡 Slight Unders,3.5,-2.80%,40.00%,,,SKIP - No Strategy,1,1
Tackle,18,Jacob Hopper,RIC,ESS,InsM,✅ Neutral,✅ Neutral,🟡 Slight Unders,4,+20.8%,43.80%,,,SKIP - No Strategy,2,1
Tackle,18,Rhyan Mansell,RIC,ESS,GenF,✅ Neutral,✅ Neutral,🟡 Slight Unders,3,-15.20%,38.50%,,,SKIP - No Strategy,3,0
Tackle,18,Seth Campbell,RIC,ESS,GenF,✅ Neutral,✅ Neutral,🟡 Slight Unders,2.5,-4.80%,62.50%,,,SKIP - No Strategy,4,-1
Tackle,18,Tim Taranto,RIC,ESS,InsM,✅ Neutral,✅ Neutral,🟡 Slight Unders,5,+0.0%,50.00%,,,SKIP - No Strategy,5,0
Tackle,18,Toby Nankervis,RIC,ESS,Ruck,✅ Neutral,✅ Neutral,🟠 Moderate Unders,4.5,+12.5%,60.00%,,,SKIP - No Strategy,1,1
Tackle,18,Zac Bailey,BRL,CAR,Wing,🟠 Moderate (Long Travel),✅ Neutral,🟡 Slight Unders,2,-9%,38%,5,🥈 83% 17 bets,Tackle + Moderate Travel + Avg <5% + No Easy DvP + No Rain,1,1
Tackle,18,Jarrod Berry,BRL,CAR,Wing,🟠 Moderate (Long Travel),✅ Neutral,🟡 Slight Unders,3,-10%,27%,5,🥈 83% 17 bets,Tackle + Moderate Travel + Avg <5% + No Easy DvP + No Rain,5,-1
Disposal,18,Aaron Naughton,WBD,ADE,KeyF,✅ Neutral,✅ Neutral,🟡 Slight Unders,10.5,-7.70%,50.00%,,,SKIP - No Strategy,11,-1
Disposal,18,Ed Richards,WBD,ADE,InsM,✅ Neutral,✅ Neutral,🟡 Slight Unders,26.5,+2.2%,43.80%,,,SKIP - No Strategy,29,-1
Disposal,18,James O'Donnell,WBD,ADE,KeyD,✅ Neutral,✅ Neutral,🔹 Slight Easy,9.5,-6.20%,46.70%,,,SKIP - No Strategy,14,-1
Disposal,18,Jason Johannisen,WBD,ADE,GenD,✅ Neutral,✅ Neutral,🔹 Slight Easy,16,-0.70%,55.60%,,,SKIP - No Strategy,20,-1
Disposal,18,Joel Freijah,WBD,ADE,Wing,✅ Neutral,✅ Neutral,🔴 Strong Unders,19.5,-3.40%,43.80%,,,SKIP - No Strategy,14,1
Disposal,18,Lachlan Bramble,WBD,ADE,GenD,✅ Neutral,✅ Neutral,🔹 Slight Easy,18.5,+7.6%,62.50%,,,SKIP - No Strategy,21,-1
Disposal,18,Laitham Vandermeer,WBD,ADE,GenF,✅ Neutral,✅ Neutral,🟠 Moderate Unders,11.5,-1.80%,50.00%,,,SKIP - No Strategy,13,-1
Disposal,18,Marcus Bontempelli,WBD,ADE,InsM,✅ Neutral,✅ Neutral,🟡 Slight Unders,25,+3.0%,63.60%,,,SKIP - No Strategy,37,-1
Disposal,18,Matthew Kennedy,WBD,ADE,GenF,✅ Neutral,✅ Neutral,🟠 Moderate Unders,24.5,+0.3%,37.50%,,,SKIP - No Strategy,6,1
Disposal,18,Rhylee West,WBD,ADE,Unknown,✅ Neutral,✅ Neutral,⚠️ Unknown,13.5,-4.00%,50.00%,,,SKIP - No Strategy,10,1
Disposal,18,Rory Lobb,WBD,ADE,KeyD,✅ Neutral,✅ Neutral,🔹 Slight Easy,14,+7.7%,56.20%,,,SKIP - No Strategy,11,1
Disposal,18,Ryley Sanders,WBD,ADE,Wing,✅ Neutral,✅ Neutral,🔴 Strong Unders,19.5,-5.00%,40.00%,,,SKIP - No Strategy,16,1
Disposal,18,Sam Darcy,WBD,ADE,KeyF,✅ Neutral,✅ Neutral,🟡 Slight Unders,15.5,+7.6%,50.00%,,,SKIP - No Strategy,14,1
Disposal,18,Sam Davidson,WBD,ADE,GenF,✅ Neutral,✅ Neutral,🟠 Moderate Unders,16,-3.60%,60.00%,,,SKIP - No Strategy,12,1
Disposal,18,Tim English,WBD,ADE,Ruck,✅ Neutral,✅ Neutral,🟠 Moderate Unders,16.5,-7.40%,43.80%,,,SKIP - No Strategy,20,-1
Disposal,18,Tom Liberatore,WBD,ADE,InsM,✅ Neutral,✅ Neutral,🟡 Slight Unders,27.5,+0.2%,37.50%,,,SKIP - No Strategy,26,1
Mark,18,Rory Lobb,WBD,ADE,KeyD,✅ Neutral,✅ Neutral,🔹 Slight Easy,6.5,+11.8%,56.20%,,,SKIP - No Strategy,3,1
Mark,18,Sam Davidson,WBD,ADE,GenF,✅ Neutral,✅ Neutral,🟠 Moderate Unders,4.5,-2.20%,60.00%,,,SKIP - No Strategy,2,1
Mark,18,Tim English,WBD,ADE,Ruck,✅ Neutral,✅ Neutral,🟠 Moderate Unders,6,+9.1%,50.00%,,,SKIP - No Strategy,7,-1
Tackle,18,Ed Richards,WBD,ADE,InsM,✅ Neutral,✅ Neutral,🟠 Moderate Unders,4.5,+9.1%,62.50%,,,SKIP - No Strategy,3,1
Tackle,18,Joel Freijah,WBD,ADE,Wing,✅ Neutral,✅ Neutral,🟡 Slight Unders,3,+14.3%,43.80%,,,SKIP - No Strategy,2,1
Tackle,18,Marcus Bontempelli,WBD,ADE,InsM,✅ Neutral,✅ Neutral,🟠 Moderate Unders,4.5,-6.60%,63.60%,,,SKIP - No Strategy,12,-1
Tackle,18,Matthew Kennedy,WBD,ADE,GenF,✅ Neutral,✅ Neutral,🔹 Slight Easy,5,+0.0%,56.20%,,,SKIP - No Strategy,2,1
Tackle,18,Rhylee West,WBD,ADE,Unknown,✅ Neutral,✅ Neutral,⚠️ Unknown,3.5,+1.8%,50.00%,,,SKIP - No Strategy,3,1
Tackle,18,Ryley Sanders,WBD,ADE,Wing,✅ Neutral,✅ Neutral,🟡 Slight Unders,3,-11.80%,40.00%,,,SKIP - No Strategy,0,1
Tackle,18,Tom Liberatore,WBD,ADE,InsM,✅ Neutral,✅ Neutral,🟠 Moderate Unders,6,+7.9%,50.00%,,,SKIP - No Strategy,5,1
Disposal,18,Darcy Cameron,COL,GCS,Ruck,🟠 Moderate (Long Travel),✅ Neutral,🔴 Strong Unders,16,-10.80%,25.00%,7,🥉,Long Travel + Disposal + Avg ≤-10% + No Easy DvP,18,-1
